,LOCAL_DATE,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,NORM_MEAN_TEMP,TOTAL_PRECIPITATION,NORM_TOTAL_PRECIPITATION,FROST_TEMP,MIN_TEMP,MAX_TEMP,MEAN_HUMIDITY,NORM_MEAN_HUMIDITY
250,2018-9-9,9,9,12.3,7.706563706563707,0.0,0.5,False,8.6,16.0,68.0,0.568
251,2018-9-10,9,10,11.1,7.4980694980694995,5.3,0.601145038167939,False,4.1,18.0,64.5,0.512
252,2018-9-11,9,11,10.6,7.411196911196911,0.7,0.5133587786259542,False,3.5,17.7,62.0,0.472
253,2018-9-12,9,12,4.0,6.264478764478765,0.0,0.5,False,0.0,8.1,78.5,0.736
254,2018-9-13,9,13,0.2,5.604247104247105,0.0,0.5,False,-2.3,2.6,73.5,0.656
255,2018-9-14,9,14,1.0,5.743243243243244,0.0,0.5,False,-2.1,4.0,83.0,0.808
256,2018-9-15,9,15,3.3,6.142857142857143,0.0,0.5,False,1.7,4.9,91.0,0.936
257,2018-9-16,9,16,2.5,6.0038610038610045,1.2,0.5229007633587787,False,0.5,4.5,88.5,0.896
258,2018-9-17,9,17,6.7,6.733590733590734,0.4,0.5076335877862596,False,1.5,11.9,74.0,0.664
259,2018-9-18,9,18,4.7,6.386100386100386,0.0,0.5,False,2.7,6.7,85.0,0.84
260,2018-9-19,9,19,6.9,6.768339768339769,0.3,0.5057251908396947,False,2.8,10.9,74.0,0.664
261,2018-9-20,9,20,5.0,6.438223938223938,0.2,0.5038167938931297,False,0.2,9.8,81.5,0.784
262,2018-9-21,9,21,2.6,6.021235521235522,2.1,0.5400763358778626,False,-0.4,5.7,93.5,0.976
263,2018-9-22,9,22,3.05,6.09942084942085,1.4,0.5267175572519085,False,-0.35,6.5,89.25,0.9079999999999999
264,2018-9-23,9,23,3.5,6.177606177606179,0.7,0.5133587786259542,False,-0.3,7.3,85.0,0.84
265,2018-9-24,9,24,8.5,7.046332046332047,1.2,0.5229007633587787,False,4.0,13.1,67.5,0.56
266,2018-9-25,9,25,6.633333333333334,6.722007722007723,4.266666666666667,0.5814249363867685,False,2.9000000000000004,10.4,73.66666666666667,0.6586666666666667
267,2018-9-26,9,26,4.7666666666666675,6.397683397683399,7.333333333333334,0.6399491094147584,False,1.8000000000000003,7.7,79.83333333333333,0.7573333333333333
268,2018-9-27,9,27,2.9,6.073359073359074,10.4,0.6984732824427482,False,0.7,5.0,86.0,0.856
269,2018-9-28,9,28,2.0,5.916988416988417,5.2,0.5992366412213741,False,-0.34999999999999987,4.25,80.25,0.764
270,2018-9-29,9,29,1.1,5.760617760617761,0.0,0.5,False,-1.4,3.5,74.5,0.672
271,2018-9-30,9,30,-1.6,5.2915057915057915,0.0,0.5,True,-3.4,0.2,77.5,0.72
272,2018-10-1,10,1,-0.9,5.413127413127413,3.8,0.5725190839694656,True,-2.2,0.5,87.0,0.872
273,2018-10-2,10,2,-3.1,5.030888030888032,19.1,0.8645038167938932,True,-4.4,-1.8,94.5,0.992
274,2018-10-3,10,3,-4.7,4.752895752895753,2.4,0.5458015267175572,True,-10.8,1.3,75.0,0.68
275,2018-10-4,10,4,-2.7,5.100386100386101,0.0,0.5,True,-6.5,1.0,81.5,0.784
276,2018-10-5,10,5,0.0,5.569498069498071,0.0,0.5,False,-7.6,7.6,66.5,0.544
277,2018-10-6,10,6,2.0,5.916988416988417,0.0,0.5,False,-5.5,9.5,59.0,0.424
278,2018-10-7,10,7,3.3,6.142857142857143,0.0,0.5,False,-5.1,11.7,61.0,0.456
279,2018-10-8,10,8,-1.2,5.361003861003862,0.4,0.5076335877862596,True,-3.1,0.6,89.0,0.904
280,2018-10-9,10,9,-3.9,4.891891891891893,3.7,0.5706106870229007,True,-4.7,-3.0,87.0,0.872
281,2018-10-10,10,10,-2.2,5.187258687258688,0.7,0.5133587786259542,True,-4.0,-0.4,89.0,0.904
282,2018-10-11,10,11,2.1499999999999995,5.943050193050194,0.35,0.5066793893129771,False,-2.45,6.7,73.5,0.656
283,2018-10-12,10,12,6.5,6.698841698841699,0.0,0.5,False,-0.9,13.8,58.0,0.408
284,2018-10-13,10,13,-1.2,5.361003861003862,0.0,0.5,True,-3.2,0.9,81.0,0.776
285,2018-10-14,10,14,2.5,6.0038610038610045,0.2,0.5038167938931297,False,-6.6,11.6,57.5,0.4
286,2018-10-15,10,15,10.0,7.306949806949809,0.0,0.5,False,2.0,18.0,50.0,0.28
287,2018-10-16,10,16,9.6,7.237451737451738,0.0,0.5,False,-0.1,19.2,46.0,0.216
288,2018-10-17,10,17,11.6,7.584942084942086,0.0,0.5,False,1.6,21.5,37.5,0.08
289,2018-10-18,10,18,9.8,7.272200772200773,0.0,0.5,False,2.4,17.1,41.5,0.144
290,2018-10-19,10,19,5.9,6.594594594594596,0.0,0.5,False,-2.5,14.3,57.5,0.4
291,2018-10-20,10,20,10.1,7.324324324324325,0.0,0.5,False,-0.5,20.7,48.5,0.256
292,2018-10-21,10,21,4.6,6.368725868725869,0.0,0.5,False,-3.0,12.3,58.0,0.408
293,2018-10-22,10,22,4.8,6.403474903474904,0.0,0.5,False,-3.8,13.4,58.0,0.408
294,2018-10-23,10,23,6.6,6.716216216216217,0.0,0.5,False,-4.7,17.9,53.5,0.336
295,2018-10-24,10,24,9.1,7.150579150579151,0.0,0.5,False,1.5,16.8,58.5,0.416
296,2018-10-25,10,25,7.0,6.7857142857142865,0.0,0.5,False,-1.6,15.5,55.5,0.368
297,2018-10-26,10,26,6.8,6.750965250965251,0.4,0.5076335877862596,False,-3.0,16.6,56.0,0.376
298,2018-10-27,10,27,5.9,6.594594594594596,0.0,0.5,False,-1.2,13.1,52.5,0.32
299,2018-10-28,10,28,5.7,6.559845559845561,0.0,0.5,False,-1.5,12.9,50.0,0.28
300,2018-10-29,10,29,4.7,6.386100386100386,0.0,0.5,False,-2.3,11.7,48.5,0.256
301,2018-10-30,10,30,4.6,6.368725868725869,0.0,0.5,False,-3.3,12.4,46.5,0.224
302,2018-10-31,10,31,5.5,6.525096525096526,0.0,0.5,False,-0.4,11.5,41.5,0.144
303,2018-11-1,11,1,3.6,6.194980694980695,0.0,0.5,False,1.2,6.0,67.5,0.56
304,2018-11-2,11,2,0.7,5.691119691119692,0.0,0.5,False,-0.6,2.1,87.0,0.872
305,2018-11-3,11,3,4.6,6.368725868725869,0.2,0.5038167938931297,False,-3.4,12.6,62.5,0.48
306,2018-11-4,11,4,5.2,6.472972972972974,0.5,0.5095419847328244,False,-2.9,13.2,59.0,0.424
307,2018-11-5,11,5,-5.5,4.613899613899614,0.3,0.5057251908396947,True,-8.2,-2.9,78.5,0.736
308,2018-11-6,11,6,-8.5,4.0926640926640925,1.5,0.5286259541984732,True,-10.1,-6.8,84.0,0.824
309,2018-11-7,11,7,-8.0,4.17953667953668,0.2,0.5038167938931297,True,-12.0,-4.0,69.5,0.592
310,2018-11-8,11,8,-8.1,4.162162162162163,0.0,0.5,True,-15.1,-1.0,62.0,0.472
311,2018-11-9,11,9,-1.6,5.2915057915057915,0.2,0.5038167938931297,True,-11.3,8.0,64.5,0.512
312,2018-11-10,11,10,-0.6,5.4652509652509655,0.0,0.5,True,-3.7,2.5,67.5,0.56
313,2018-11-11,11,11,-4.2,4.839768339768341,0.7,0.5133587786259542,True,-7.3,-1.2,79.5,0.752
314,2018-11-12,11,12,-0.4,5.500000000000001,0.0,0.5,True,-9.1,8.4,67.0,0.552
315,2018-11-13,11,13,6.1,6.629343629343629,0.0,0.5,False,-2.1,14.2,45.5,0.208
316,2018-11-14,11,14,5.0,6.438223938223938,0.0,0.5,False,-1.6,11.6,55.0,0.36
317,2018-11-15,11,15,2.9,6.073359073359074,0.0,0.5,False,-3.2,8.9,61.0,0.456
318,2018-11-16,11,16,-6.4,4.457528957528957,0.5,0.5095419847328244,True,-14.9,2.2,84.0,0.824
319,2018-11-17,11,17,-7.1,4.335907335907336,0.2,0.5038167938931297,True,-16.7,2.6,62.0,0.472
320,2018-11-18,11,18,0.4,5.63899613899614,0.7,0.5133587786259542,False,-4.8,5.5,65.0,0.52
321,2018-11-19,11,19,4.0,6.264478764478765,0.0,0.5,False,-3.4,11.4,63.0,0.488
322,2018-11-20,11,20,6.0,6.611969111969112,0.0,0.5,False,-1.5,13.4,48.5,0.256
323,2018-11-21,11,21,2.7,6.03861003861004,0.0,0.5,False,-2.7,8.2,44.5,0.192
324,2018-11-22,11,22,3.6,6.194980694980695,0.0,0.5,False,-4.0,11.3,51.5,0.304
325,2018-11-23,11,23,-2.9,5.065637065637066,10.6,0.7022900763358779,True,-6.1,0.3,86.0,0.856
326,2018-11-24,11,24,-8.2,4.1447876447876455,4.3,0.58206106870229,True,-13.3,-3.1,87.0,0.872
327,2018-11-25,11,25,-5.2,4.666023166023167,0.2,0.5038167938931297,True,-11.4,0.9,71.0,0.616
328,2018-11-26,11,26,-3.1,5.030888030888032,0.0,0.5,True,-11.3,5.2,77.5,0.72
329,2018-11-27,11,27,5.0,6.438223938223938,0.0,0.5,False,0.2,9.9,58.0,0.408
330,2018-11-28,11,28,2.8,6.055984555984557,0.0,0.5,False,-2.5,8.1,45.5,0.208
331,2018-11-29,11,29,-1.0,5.395752895752897,0.0,0.5,True,-7.8,5.9,55.0,0.36
332,2018-11-30,11,30,-3.7,4.926640926640927,0.0,0.5,True,-9.8,2.3,66.0,0.536
333,2018-12-1,12,1,-3.9,4.891891891891893,3.4,0.5648854961832062,True,-5.2,-2.6,87.0,0.872
334,2018-12-2,12,2,-4.3,4.822393822393823,2.9,0.5553435114503816,True,-6.3,-2.4,85.0,0.84
335,2018-12-3,12,3,-6.4,4.457528957528957,0.2,0.5038167938931297,True,-10.6,-2.3,77.0,0.712
336,2018-12-4,12,4,-5.8,4.561776061776062,0.0,0.5,True,-12.5,0.8,58.0,0.408
337,2018-12-5,12,5,-9.2,3.9710424710424714,0.0,0.5,True,-14.4,-3.9,76.5,0.704
338,2018-12-6,12,6,-11.2,3.623552123552124,0.6,0.5114503816793893,True,-19.5,-2.9,61.0,0.456
339,2018-12-7,12,7,-8.4,4.11003861003861,0.6,0.5114503816793893,True,-17.6,0.7,59.0,0.424
340,2018-12-8,12,8,-5.9,4.544401544401545,1.0,0.5190839694656488,True,-12.9,1.2,53.0,0.328
341,2018-12-9,12,9,-1.6,5.2915057915057915,0.0,0.5,True,-8.7,5.4,47.0,0.232
342,2018-12-10,12,10,2.7,6.03861003861004,0.0,0.5,False,-0.2,5.5,48.5,0.256
343,2018-12-11,12,11,-1.9,5.23938223938224,0.0,0.5,True,-8.1,4.3,55.0,0.36
344,2018-12-12,12,12,-0.5,5.482625482625483,0.0,0.5,True,-4.6,3.6,57.0,0.392
345,2018-12-13,12,13,0.4,5.63899613899614,0.3,0.5057251908396947,False,-5.7,6.5,51.5,0.304
346,2018-12-14,12,14,1.2,5.777992277992278,0.2,0.5038167938931297,False,-6.5,8.9,50.5,0.288
347,2018-12-15,12,15,-0.6,5.4652509652509655,0.0,0.5,True,-8.0,6.7,58.5,0.416
348,2018-12-16,12,16,-2.0,5.222007722007723,0.0,0.5,True,-6.8,2.9,67.0,0.552
349,2018-12-17,12,17,0.3,5.621621621621621,0.0,0.5,False,-6.8,7.5,63.0,0.488
350,2018-12-18,12,18,0.8,5.708494208494209,0.0,0.5,False,-4.6,6.3,58.0,0.408
351,2018-12-19,12,19,1.7,5.864864864864865,0.0,0.5,False,-2.7,6.1,44.0,0.184
352,2018-12-20,12,20,2.4,5.986486486486488,0.0,0.5,False,-3.5,8.4,54.5,0.352
353,2018-12-21,12,21,0.6,5.673745173745174,0.0,0.5,False,-3.5,4.7,44.5,0.192
354,2018-12-22,12,22,-6.3,4.474903474903476,0.0,0.5,True,-10.2,-2.5,55.5,0.368
355,2018-12-23,12,23,-2.5,5.135135135135136,0.3,0.5057251908396947,True,-7.8,2.7,57.5,0.4
356,2018-12-24,12,24,-8.5,4.0926640926640925,0.2,0.5038167938931297,True,-13.4,-3.6,76.5,0.704
357,2018-12-25,12,25,-6.2,4.492277992277993,0.5,0.5095419847328244,True,-10.3,-2.1,82.0,0.792
358,2018-12-26,12,26,-6.5,4.440154440154441,0.5,0.5095419847328244,True,-9.0,-4.0,91.5,0.944
359,2018-12-27,12,27,-7.8,4.214285714285715,0.4,0.5076335877862596,True,-9.8,-5.8,85.5,0.848
360,2018-12-28,12,28,-6.0,4.527027027027028,0.0,0.5,True,-13.8,1.7,61.0,0.456
361,2018-12-29,12,29,2.3,5.969111969111969,0.0,0.5,False,-4.2,8.7,52.0,0.312
362,2018-12-30,12,30,-5.1,4.6833976833976845,0.2,0.5038167938931297,True,-13.8,3.5,75.0,0.68
363,2018-12-31,12,31,-11.7,3.536679536679537,0.3,0.5057251908396947,True,-15.2,-8.2,69.5,0.592
